,user_id,volume,age,Vung,city,qty_swap_login,qty_swap_bank,qty_device,created_days
0,1,1626714577.6542,31.0,I,HO CHI MINH,18.0,1.0,2.0,837.0
1,6,9271012.5734,30.0,I,SINGAPORE,64.0,1.0,3.0,589.0
2,8,5666998.0,31.0,I,HO CHI MINH CITY,86.0,1.0,7.0,1332.0
3,15,175375478.50000003,30.0,III,NINH THUAN,317.0,1.0,85.0,1318.0
4,26,298586244.551,30.0,I,HO CHI MINH ,157.0,1.0,85.0,1304.0
5,67,98718421.14,28.0,III,THANH HOA,6.0,1.0,2.0,1282.0
6,88,1355913849.5345,39.0,I,HO CHI MINH,77.0,1.0,6.0,1278.0
7,99,425882619.52149993,28.0,III,DAK LAK,86.0,1.0,6.0,1277.0
8,163,9463012514.1832,27.0,III,DONG THAP,122.0,1.0,8.0,1271.0
9,313,38354788.8151,32.0,I,HO CHI MINH,42.0,1.0,6.0,1254.0
10,338,4747398.4,0.0,,,24.0,1.0,3.0,0.0
11,344,298341.0,0.0,,,31.0,1.0,1.0,0.0
12,359,459940332.3635,41.0,I,TPHCM,185.0,1.0,2.0,1246.0
13,416,197950.0,0.0,,,6.0,1.0,3.0,0.0
14,433,111750175.6767,0.0,,,7.0,1.0,3.0,0.0
15,518,12413868.5046,34.0,II,LONG AN,9.0,1.0,3.0,1218.0
16,518,12413868.5046,34.0,II,LONG AN,9.0,1.0,3.0,1218.0
17,518,12413868.5046,34.0,II,LONG AN,9.0,1.0,3.0,1218.0
18,551,3890590.2589999996,23.0,II,KHANH HOA,94.0,1.0,2.0,1212.0
19,551,3890590.2589999996,23.0,II,KHANH HOA,94.0,1.0,2.0,1212.0
20,602,518794.7876,39.0,I,HO CHI MINH,18.0,1.0,5.0,1196.0
21,685,1380776958.7346,30.0,I,SINGAPORE,593.0,2.0,5.0,1107.0
22,686,600000000.0,0.0,,,9705.0,5.0,0.0,0.0
23,690,290000000.0,0.0,,,12504.0,2.0,1.0,0.0
24,696,1126624555.5464,31.0,I,HO CHI MINH,2914.0,1.0,1.0,1139.0
25,699,43290816.7,0.0,,,23.0,1.0,3.0,0.0
26,700,371139648.2625,35.0,III,QUANG NGAI,183.0,1.0,10.0,1173.0
27,702,5060329.4158000015,0.0,,,16.0,1.0,2.0,0.0
28,705,3200.0,0.0,,,45.0,1.0,1.0,0.0
29,708,151441283.0009,30.0,I,HO CHI MINH,15.0,1.0,1.0,1172.0
30,709,8190893.6303,33.0,III,HA TINH,49.0,1.0,1.0,1172.0
31,713,2819487711.5183,48.0,I,TP HO CHI MINH,3.0,1.0,0.0,1171.0
32,727,2989509.341,21.0,I,TP HCM,30.0,1.0,5.0,1168.0
33,727,2989509.341,21.0,I,TP HCM,30.0,1.0,5.0,1168.0
34,727,2989509.341,21.0,I,TP HCM,30.0,1.0,5.0,1168.0
35,750,361922530.8221,36.0,II,NAM DINH,25.0,1.0,1.0,1164.0
36,765,5131216.4432999985,0.0,,,8.0,1.0,2.0,0.0
37,766,22919251.889000002,36.0,I,HA NOI,62.0,1.0,5.0,1164.0
38,785,292826.0,25.0,II,QUANG NAM,72.0,1.0,3.0,1061.0
39,811,10728987.568,0.0,,,34.0,1.0,0.0,0.0
40,820,655826.0,31.0,III,QUANG TRI,3.0,1.0,0.0,1161.0
41,822,3239091526.5677,42.0,II,THAI NGUYEN,188.0,1.0,3.0,1161.0
42,855,1566805976.9957,29.0,I,HA NOI,13.0,1.0,1.0,1156.0
43,890,3516137388.1274037,0.0,,,1253.0,0.0,1.0,0.0
44,892,499639765.1363001,35.0,III,BAC GIANG,65.0,1.0,5.0,1155.0
45,939,1357946386.8856,39.0,III,HA GIANG,110.0,1.0,4.0,1149.0
46,942,944082062.4745996,37.0,III,VINH,153.0,1.0,7.0,1149.0
47,950,8544265.6314,0.0,,,5.0,1.0,3.0,0.0
48,959,197885411.655,44.0,II,QUANG NAM,146.0,1.0,1.0,1149.0
49,973,11927270.5,34.0,I,HO CHI MINH,79.0,1.0,3.0,1148.0
50,976,197350130.3967,28.0,II,BEN TRE,90.0,1.0,1.0,1148.0
51,985,957207.0492,0.0,,,16.0,1.0,0.0,0.0
52,1016,187438577.5791,30.0,III,BUON MA THUOT,35.0,1.0,2.0,1143.0
53,1037,2238683442.0709,65.0,I,HO CHI MINH,95.0,1.0,1.0,1138.0
54,1040,14473136.665899998,0.0,,,593.0,0.0,2.0,0.0
55,1042,151395810.51790002,29.0,I,HO CHI MINH,62.0,1.0,1.0,1137.0
56,1047,268075571.3162,43.0,I,HANOI,37.0,1.0,0.0,1137.0
57,1056,12865497.648,45.0,II,SADEC,14.0,1.0,1.0,1136.0
58,1057,2455123522.2033005,31.0,I,HO CHI MINH,2783.0,1.0,1.0,1133.0
59,1058,194908272288.3589,0.0,,,546.0,0.0,0.0,0.0
60,1070,119017184.44399999,30.0,I,HO CHI MINH,47.0,1.0,2.0,1132.0
61,1079,242191.9629,28.0,III,VINH LONG,13.0,1.0,0.0,1130.0
62,1080,9091431270.2789,36.0,III,HA GIANG,185.0,1.0,6.0,1129.0
63,1118,241497936.75039995,68.0,III,KON TUM,111.0,1.0,10.0,1125.0
64,1122,743478887.5684999,29.0,I,BA RIA-VUNG TAU,172.0,1.0,4.0,1125.0
65,1122,743478887.5684999,29.0,I,BA RIA-VUNG TAU,172.0,1.0,4.0,1125.0
66,1122,743478887.5684999,29.0,I,BA RIA-VUNG TAU,172.0,1.0,4.0,1125.0
67,1123,357134.8087,0.0,,,131.0,1.0,4.0,0.0
68,1128,678765637.2119999,42.0,I,HO CHI MINH,48.0,1.0,4.0,1125.0
69,1131,2025589721.8036,36.0,I,HO CHI MINH,6.0,1.0,2.0,1124.0
70,1153,731916359.7099001,33.0,I,HO CHI MINH,49.0,1.0,1.0,1123.0
71,1159,139519152.08089998,24.0,I,TP. HO CHI MINH,89.0,1.0,4.0,1123.0
72,1159,139519152.08089998,24.0,I,TP. HO CHI MINH,89.0,1.0,4.0,1123.0
73,1163,89519023.1941,20.0,II,DONG HOI,33.0,1.0,3.0,1123.0
74,1167,928398032.384,0.0,,,79.0,1.0,12.0,0.0
75,1168,109967188.41600001,0.0,,,363.0,1.0,3.0,0.0
76,1182,41216292.97040001,35.0,III,VINH LONG,38.0,1.0,0.0,1122.0
77,1187,13416237.828,0.0,,,101.0,1.0,0.0,0.0
78,1199,4596308149.2971,29.0,I,HO CHI MINH,3008.0,5.0,4.0,1113.0
79,1202,5153223994.849601,27.0,II,NAM DINH,257.0,1.0,3.0,1121.0
80,1209,29462755.664,32.0,I,HAI PHONG,8.0,1.0,0.0,1120.0
81,1209,29462755.664,32.0,I,HAI PHONG,8.0,1.0,0.0,1120.0
82,1210,1292726835.2015,32.0,III,HA GIANG,108.0,1.0,0.0,1120.0
83,1213,26864708.7874,31.0,II,TAM DUONG,47.0,1.0,3.0,1120.0
84,1221,132537.6816,0.0,,,16.0,0.0,4.0,0.0
85,1222,8528926923.900804,32.0,I,HA NOI,113.0,1.0,3.0,1120.0
86,1223,1044703061.2688,31.0,III,QUANG TRI,18.0,1.0,0.0,1120.0
87,1244,11632165.508,0.0,,,118.0,1.0,0.0,0.0
88,1250,2323703.4743,36.0,III,QUANG NGAI,72.0,1.0,1.0,1096.0
89,1251,12520598.4664,21.0,III,VINH,44.0,1.0,4.0,1118.0
90,1251,12520598.4664,21.0,III,VINH,44.0,1.0,4.0,1118.0
91,1251,12520598.4664,21.0,III,VINH,44.0,1.0,4.0,1118.0
92,1251,12520598.4664,21.0,III,VINH,44.0,1.0,4.0,1118.0
93,1251,12520598.4664,21.0,III,VINH,44.0,1.0,4.0,1118.0
94,1262,80316264.1728,25.0,II,HUNG YEN,46.0,1.0,3.0,1118.0
95,1269,12393541.75,36.0,III,DONG THAP,4.0,1.0,1.0,1118.0
96,1274,48962.56,0.0,,,16.0,1.0,0.0,0.0
97,1277,631298804.6806,25.0,II,VINH PHUC,48.0,1.0,0.0,1118.0
98,1279,85561213.0605,30.0,I,HO CHI MINH ,66.0,1.0,1.0,1118.0
99,1286,25206127.5,33.0,III,KON TUM,24.0,1.0,4.0,1117.0
100,1286,25206127.5,33.0,III,KON TUM,24.0,1.0,4.0,1117.0
101,1313,16838886.0,24.0,I,HO CHI MINH,19.0,1.0,2.0,1116.0
102,1319,58167651.63410001,30.0,II,BUON MA THUAT,7.0,1.0,0.0,1116.0
103,1326,20347000.0,28.0,I,BIEN HOA,2.0,1.0,0.0,1116.0
104,1329,55613718.24940001,33.0,III,VINH LONG,8.0,1.0,0.0,1116.0
105,1343,2794814.0,39.0,II,QUANG BINH,19.0,1.0,0.0,1115.0
106,1347,46991898.0211,43.0,I,HO CHI MINH,60.0,1.0,1.0,1115.0
107,1354,92491185534.55113,32.0,I,HAI PHONG,307.0,1.0,2.0,1114.0
108,1357,180077440.49879998,30.0,I,HA NOI,51.0,1.0,5.0,1114.0
109,1394,29360909.0,22.0,II,NAM DINH,5.0,1.0,0.0,1113.0
110,1405,4364058.7892,0.0,,,8.0,1.0,0.0,0.0
111,1408,50000000.0,33.0,I,HA NOI,16.0,1.0,4.0,1113.0
112,1421,16819568967.2457,40.0,I,HA NOI,66.0,1.0,6.0,1112.0
113,1429,487140000.0,26.0,III,HOA BINH,8.0,1.0,0.0,1111.0
114,1429,487140000.0,26.0,III,HOA BINH,8.0,1.0,0.0,1111.0
115,1431,93410740.3209,34.0,I,HO CHI MINH,25.0,1.0,1.0,922.0
116,1444,31982026.9352,37.0,III,HA GIANG,36.0,1.0,1.0,1110.0
117,1449,400000.0,0.0,,,19.0,1.0,1.0,0.0
118,1490,3181179.5817,35.0,II,NAM DINH,96.0,1.0,3.0,1107.0
119,1490,3181179.5817,35.0,II,NAM DINH,96.0,1.0,3.0,379.0
120,1498,5241798.328,34.0,III,NGHE AN,32.0,1.0,2.0,1107.0
121,1503,19700366.7349,31.0,I,HA NOI,99.0,1.0,3.0,1106.0
122,1523,3238228095.4395013,40.0,II,HUE,256.0,1.0,12.0,1106.0
123,1531,34858391.14,24.0,I,HA NOI,28.0,1.0,0.0,1106.0
124,1531,34858391.14,24.0,I,HA NOI,28.0,1.0,0.0,1106.0
125,1531,34858391.14,24.0,I,HA NOI,28.0,1.0,0.0,1106.0
126,1568,500084888.0414,26.0,II,DA NANG,145.0,1.0,4.0,1104.0
127,1570,5000000.0,53.0,III,THANH HOA,144.0,1.0,2.0,1104.0
128,1646,1442254313.3878,27.0,I,HO CHI MINH,169.0,1.0,4.0,1101.0
129,1650,346766.0,0.0,,,159.0,1.0,3.0,0.0
130,1652,1390244.0225999998,33.0,III,HA TINH,55.0,1.0,0.0,1101.0
131,1680,131364227.8305,38.0,III,THAI BINH,23.0,1.0,1.0,1101.0
132,1690,176075045.81049997,23.0,II,BINH PHUOC,39.0,1.0,1.0,1100.0
133,1700,438462269.1111,36.0,II,DA NANG,68.0,1.0,8.0,1100.0
134,1713,1225016346.5461998,30.0,III,DAKLAK,118.0,1.0,0.0,1100.0
135,1714,2395007.6985,0.0,,,19.0,0.0,0.0,0.0
136,1760,8662124.780000001,27.0,II,THAI NGUYEN,153.0,1.0,6.0,1099.0
137,1764,520038.0,0.0,,,8.0,1.0,2.0,0.0
138,1774,358619.0,28.0,I,HO CHI MINH,27.0,1.0,0.0,1098.0
139,1815,11185953.578,29.0,I,HO CHI MINH ,22.0,1.0,2.0,1097.0
140,1828,1166991556.945,0.0,,,142.0,1.0,0.0,0.0
141,1845,49418334.741000004,0.0,,,32.0,1.0,2.0,0.0
142,1855,3396266.565,38.0,III,HA TINH,41.0,1.0,0.0,1095.0
143,1860,2495457294.9129,30.0,I,BINH DUONG,141.0,1.0,5.0,1095.0
144,1866,254201.0,23.0,I,HCMC,6.0,1.0,0.0,1095.0
145,1905,886835385.7696998,38.0,III,QUANG NGAI,79.0,1.0,0.0,1093.0
146,1913,9220425.0,33.0,II,BINH THUAN,61.0,1.0,0.0,1093.0
147,1948,283037966.91529995,36.0,III,BUON MA THUOT,36.0,1.0,0.0,1092.0
148,1965,23807622.6195,24.0,I,HO CHI MINH,7.0,1.0,1.0,1091.0
149,1965,23807622.6195,24.0,I,HO CHI MINH,7.0,1.0,1.0,1091.0
150,1969,8922232.205599999,33.0,I,HO CHI MINH,73.0,1.0,5.0,1091.0
151,1971,1552094.98,0.0,,,4.0,1.0,1.0,0.0
152,1974,796291.168,0.0,,,6.0,1.0,1.0,0.0
153,2027,1982148494.7273,43.0,II,TAY NINH,36.0,1.0,4.0,1088.0
154,2045,790158303.1530999,44.0,I,VUNG TAU,64.0,1.0,9.0,1087.0
155,2068,2318210081.2055,31.0,III,LANG SON,127.0,1.0,3.0,1087.0
156,2070,91920090.2307,32.0,II,THAI NGUYEN,24.0,1.0,3.0,1087.0
157,2070,91920090.2307,32.0,II,THAI NGUYEN,24.0,1.0,3.0,1087.0
158,2070,91920090.2307,32.0,II,THAI NGUYEN,24.0,1.0,3.0,1087.0
159,2070,91920090.2307,32.0,II,THAI NGUYEN,24.0,1.0,3.0,1087.0
160,2071,2327033937.4711,50.0,II,THAI NGUYEN,67.0,1.0,11.0,1087.0
161,2076,82428416.65,0.0,,,36.0,1.0,3.0,0.0
162,2081,217421514.6803,30.0,II,BINH THUAN,56.0,1.0,1.0,1086.0
163,2092,735170062.7241,27.0,II,QUANG NINH,48.0,1.0,2.0,1086.0
164,2111,19144735.965,31.0,III,BAC KAN,20.0,1.0,0.0,1086.0
165,2117,630080539.6283,37.0,III,THAI BINH,19.0,1.0,1.0,1085.0
166,2121,10139287.6,31.0,III,VINH LONG,32.0,1.0,2.0,1085.0
167,2130,6167124.9093,32.0,I,HA NOI,116.0,1.0,3.0,753.0
168,2130,6167124.9093,32.0,I,HA NOI,116.0,1.0,3.0,343.0
169,2157,798530.7622,34.0,II,DA LAT,42.0,1.0,1.0,1084.0
170,2157,798530.7622,34.0,II,DA LAT,42.0,1.0,1.0,1084.0
171,2171,613312534.1654,31.0,II,BINH PHUOC,62.0,1.0,4.0,1083.0
172,2191,1312720321.7105002,38.0,III,QUANG NGAI,109.0,1.0,0.0,1082.0
173,2238,69960165.7472,33.0,I,BINH DUONG,23.0,1.0,7.0,1081.0
174,2249,198516820.6542,34.0,II,SA DEC,57.0,1.0,0.0,1080.0
175,2255,4743.0,0.0,,,50.0,0.0,2.0,0.0
176,2284,3567699506.2214007,36.0,I,HO CHI MINH,25.0,1.0,6.0,1079.0
177,2302,19161736.6123,26.0,II,BAC NINH,37.0,1.0,0.0,1079.0
178,2305,24660934.0,31.0,I,THANH PHO BAC LIEU,9.0,1.0,2.0,1079.0
179,2309,603674095.6764,27.0,I,HO CHI MINH,68.0,2.0,6.0,1079.0
180,2313,16700000.0,24.0,III,BUON MA THUOT,157.0,1.0,2.0,1079.0
181,2342,2442228217.2255,41.0,I,HA NOI,40.0,1.0,1.0,1078.0
182,2351,9355494.2621,37.0,II,HAI DUONG,62.0,1.0,11.0,1077.0
183,2353,504539688.9243,36.0,II,HAI DUONG,146.0,1.0,6.0,1077.0
184,2355,2646408704.8349,27.0,III, DONG THAP,194.0,1.0,91.0,1077.0
185,2364,9036724.5046,26.0,II,CAN THO,197.0,1.0,3.0,1077.0
186,2420,2758406901.2039,30.0,I,HO CHI MINH,218.0,1.0,3.0,1075.0
187,2421,126438229.7057,28.0,I,TP.HCM,75.0,1.0,0.0,1075.0
188,2422,340115743.6888,35.0,I,HO CHI MINH,39.0,1.0,1.0,1075.0
189,2446,158622147.7795,32.0,II,BINH THUAN,14.0,1.0,1.0,1074.0
190,2451,2689.0086,37.0,III,SOC TRANG,266.0,1.0,4.0,1074.0
191,2461,321872730.7531,35.0,I,HO CHI MINH,7.0,1.0,2.0,1074.0
192,2463,76201942.7628,26.0,II,DA NANG,92.0,1.0,1.0,1074.0
193,2501,119054350.866,31.0,III,KONTUM,4.0,1.0,1.0,1073.0
194,2504,31680928.3581,45.0,I,HA NOI,35.0,1.0,1.0,1073.0
195,2510,44016853.5307,37.0,III,PLEIKU,7.0,1.0,6.0,1073.0
196,2514,268488049.557,0.0,,,304.0,1.0,11.0,0.0
197,2532,1030970897.288,40.0,I,HO CHI MINH,172.0,1.0,0.0,1072.0
198,2552,1839890266.2695005,32.0,II,DA NANG,115.0,1.0,3.0,1072.0
199,2555,156171593.1755,52.0,I,HA NOI,37.0,1.0,2.0,1072.0
200,2561,60007046.752,29.0,III,SON LA,14.0,1.0,1.0,1036.0
201,2569,206321450.4375,28.0,I,HA NOI,8.0,1.0,2.0,1071.0
202,2571,386267795.7506,28.0,III,QUANG NGAI,22.0,1.0,2.0,1071.0
203,2573,84085321.6467,32.0,I,HA NOI,39.0,0.0,0.0,1071.0
204,2595,268525777.6746,46.0,I,HO CHI MINH,254.0,1.0,0.0,1071.0
205,2630,756623.0,36.0,III,HA TINH,35.0,1.0,5.0,1069.0
206,2645,2745991.5922,30.0,I,HO CHI MINH,22.0,1.0,0.0,856.0
207,2684,1717924.0,28.0,I,HA NOI,43.0,1.0,2.0,1067.0
208,2693,5461434.425299998,33.0,I,DONG NAI,36.0,1.0,0.0,1065.0
209,2702,176327737.1596,23.0,III,CAO LANH,122.0,1.0,10.0,1067.0
210,2708,104124099.0,28.0,III,LAI CHAU,39.0,1.0,1.0,1067.0
211,2708,104124099.0,28.0,III,LAI CHAU,39.0,1.0,1.0,1067.0
212,2740,16240567.027,28.0,II,BINH THUAN,33.0,1.0,0.0,1065.0
213,2742,185837248.2191,28.0,I,HA NOI,35.0,1.0,0.0,1065.0
214,2743,626.0,0.0,,,119.0,1.0,8.0,0.0
215,2778,258853058.5068,34.0,III,QUANG NGAI,81.0,1.0,0.0,1063.0
216,2808,2152829.9279,28.0,II,HAI DUONG,14.0,1.0,0.0,792.0
217,2839,1350921.1501,0.0,,,60.0,1.0,1.0,0.0
218,2868,1854991.1445,0.0,,,46.0,1.0,0.0,0.0
219,2875,47234208.2259,26.0,II,TAY NINH,13.0,1.0,1.0,1059.0
220,2875,47234208.2259,26.0,II,TAY NINH,13.0,1.0,1.0,1059.0
221,2886,4740000.0,29.0,II,BAO LOC,9.0,0.0,0.0,1059.0
222,2886,4740000.0,29.0,II,BAO LOC,9.0,0.0,0.0,1059.0
223,2886,4740000.0,29.0,II,BAO LOC,9.0,0.0,0.0,1059.0
224,2886,4740000.0,29.0,II,BAO LOC,9.0,0.0,0.0,1059.0
225,2886,4740000.0,29.0,II,BAO LOC,9.0,0.0,0.0,1059.0
226,2889,1514261239.1212,39.0,I,HO CHI MINH,91.0,0.0,4.0,1059.0
227,2913,30340479175.1727,47.0,I,HO CHI MINH,150.0,1.0,4.0,1058.0
228,2915,183013802.5055,32.0,II,NAM DINH,63.0,1.0,3.0,1058.0
229,2930,3327617.0,32.0,I,HO CHI MINH,58.0,1.0,3.0,1057.0
230,2933,157346284.4615,33.0,I,TP.BIEN HOA,14.0,1.0,0.0,1057.0
231,2960,183012751.6665,27.0,III,THAI BINH,78.0,1.0,4.0,1057.0
232,2964,3604584351.43,42.0,II,KHANH HOA,73.0,1.0,3.0,1057.0
233,2986,6406854.0,24.0,III,THANH HOA,171.0,0.0,2.0,1056.0
234,3004,19020011.8457,25.0,II,MY THO CITY,31.0,1.0,2.0,1056.0
235,3012,28964296.0546,23.0,III,HA NAM,74.0,1.0,2.0,1055.0
236,3015,14930743.4316,0.0,,,28.0,1.0,1.0,0.0
237,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
238,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
239,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
240,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
241,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
242,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
243,3022,4986830.0,24.0,III,QUANG TRI,12.0,1.0,0.0,1055.0
244,3044,657144126.6538,27.0,I,HO CHI MINH,167.0,1.0,1.0,1055.0
245,3070,37876853.2035,40.0,I,BA RIA VUNG TAU,67.0,1.0,4.0,1054.0
246,3108,264215647.03149995,25.0,II,QUANG NAM,46.0,1.0,1.0,1053.0
247,3174,456772672.0102001,54.0,I,HO CHI MINH,40.0,1.0,1.0,1052.0
248,3187,205581.6369,0.0,,,14.0,1.0,0.0,0.0
249,3189,345824140.7103,41.0,I,HA NOI,107.0,1.0,2.0,1051.0
250,3229,48913074.0142,37.0,III,QUANG NGAI,45.0,1.0,0.0,1050.0
251,3230,204335742.1476,27.0,II,THAI NGUYEN,18.0,1.0,5.0,1050.0
252,3246,81678238.0949,36.0,II,PHU THO,41.0,1.0,3.0,1050.0
253,3254,191116373.7281,32.0,III,VINH,46.0,1.0,2.0,1050.0
254,3254,191116373.7281,32.0,III,VINH,46.0,1.0,2.0,1050.0
255,3254,191116373.7281,32.0,III,VINH,46.0,1.0,2.0,1050.0
256,3263,140723.0,34.0,II,BAC NINH,31.0,1.0,1.0,1049.0
257,3273,1832451190.9672,32.0,II,BINH PHUOC,67.0,1.0,2.0,1049.0
258,3283,157392523.7602,38.0,II,DA LAT,68.0,1.0,1.0,1048.0
259,3284,120235235.45000002,32.0,II,YEN DUNG,42.0,1.0,1.0,1048.0
260,3285,1898858425.1236005,38.0,I,HO CHI MINH,153.0,1.0,6.0,1048.0
261,3290,333638991.10880005,65.0,II,TIEN GIANG,45.0,1.0,1.0,1048.0
262,3291,1415085627.3270001,31.0,I,HAI PHONG,70.0,1.0,1.0,1048.0
263,3305,872128778.9374,36.0,II,DA NANG,43.0,1.0,2.0,1048.0
264,3321,55409173.4109,37.0,III,THAI BINH,68.0,1.0,1.0,1047.0
265,3322,31806166.0,27.0,II,CA MAU,26.0,1.0,1.0,1047.0
266,3325,430596960.29630005,22.0,II,HAI DUONG,193.0,1.0,6.0,1047.0
267,3341,54684602.4984,25.0,II,DA LAT,43.0,1.0,0.0,1047.0
268,3344,1437547.1703,0.0,,,55.0,1.0,1.0,0.0
269,3346,1366969864.3874998,27.0,I,HA NOI,29.0,1.0,3.0,1047.0
270,3353,485043096.4683,32.0,II,PHU THO,66.0,1.0,2.0,1046.0
271,3364,11064412.0,40.0,I,HO CHI MINH,13.0,2.0,3.0,1046.0
272,3365,721694004.1572,31.0,I,HO CHI MINH,77.0,1.0,0.0,1046.0
273,3386,136907057.0,26.0,II,BEN TRE,41.0,1.0,0.0,1046.0
274,3397,1056977.5402,27.0,III,THAI BINH,106.0,1.0,2.0,1045.0
275,3398,2603885009.0385003,32.0,II,BEN TRE,35.0,1.0,3.0,1045.0
276,3399,777129206.4215001,31.0,III,VINH LONG,50.0,1.0,1.0,1045.0
277,3405,219235088.65,52.0,I,HO CHI MINH,104.0,1.0,5.0,1045.0
278,3409,136781589.5952,25.0,II,DA NANG,32.0,1.0,0.0,1045.0
279,3411,77538176.9346,28.0,II,BAC NINH,203.0,1.0,4.0,1045.0
280,3418,9649955563.800905,0.0,,,735.0,0.0,4.0,0.0
281,3429,1097366121.11,34.0,III,LAI CHAU,137.0,1.0,2.0,1044.0
282,3431,149490023.1424,29.0,III,BUON MA THUOT,36.0,1.0,1.0,1044.0
283,3431,149490023.1424,29.0,III,BUON MA THUOT,36.0,1.0,1.0,1044.0
284,3475,2781442183.8471003,40.0,I,HO CHI MINH,95.0,1.0,2.0,1043.0
285,3484,4194663.3967,41.0,I,HAI PHONG,157.0,1.0,0.0,673.0
286,3484,4194663.3967,41.0,I,HAI PHONG,157.0,1.0,0.0,839.0
287,3484,4194663.3967,41.0,I,HAI PHONG,157.0,1.0,0.0,639.0
288,3488,459791883.437,28.0,I,HA NOI,88.0,1.0,3.0,716.0
289,3488,459791883.437,28.0,I,HA NOI,88.0,1.0,3.0,716.0
290,3488,459791883.437,28.0,I,HA NOI,88.0,1.0,3.0,716.0
291,3489,2853427.608,43.0,I,HA NOI,9.0,1.0,0.0,1038.0
292,3493,767688250262.6759,0.0,,,9384.0,0.0,2.0,0.0
293,3508,102865541.60299999,31.0,I,HAI PHONG,68.0,1.0,0.0,1042.0
294,3515,4193355.91,0.0,,,4.0,1.0,1.0,0.0
295,3522,872819622.2454001,34.0,I,HA NOI,56.0,1.0,1.0,1042.0
296,3543,347335787.22369987,49.0,I,HAI PHONG,46.0,1.0,2.0,1041.0
297,3546,3430539.87,24.0,II,QUANG BINH,22.0,1.0,0.0,1041.0
298,3550,472489399.1853,36.0,I,HAI PHONG,108.0,1.0,1.0,1041.0
299,3554,138897401041.8955,0.0,,,1216.0,0.0,2.0,0.0
300,3563,417381567.9172,36.0,II,KHANH HOA,24.0,1.0,7.0,1040.0
301,3565,110086141.9012,31.0,III,BAC GIANG,76.0,1.0,2.0,1040.0
302,3586,61391165.0163,22.0,II,LONG AN,14.0,1.0,0.0,1039.0
303,3596,1166610199.2703,36.0,III,QUANG NGAI,45.0,1.0,1.0,1039.0
304,3596,1166610199.2703,36.0,III,QUANG NGAI,45.0,1.0,1.0,1039.0
305,3599,73478692.8551,27.0,III,THAI BINH,44.0,1.0,1.0,1039.0
306,3601,10243200.5543,0.0,,,38.0,0.0,0.0,0.0
307,3602,756849.064,35.0,I,HA NOI,10.0,1.0,0.0,291.0
308,3610,935067095.7366,33.0,III,BAC GIANG,95.0,1.0,5.0,1038.0
309,3626,977206178.7182,36.0,II,PHU THO,6.0,1.0,0.0,1038.0
310,3629,11784064.0224,32.0,II,NAM DINH,402.0,1.0,0.0,1038.0
311,3639,54848616.372,26.0,III,GIA LAI,10.0,1.0,0.0,1037.0
312,3648,1385850191.6121998,39.0,II,VIET TRI PHU THO,52.0,1.0,7.0,1037.0
313,3654,929851232.7068,44.0,I,HCM,85.0,1.0,0.0,1037.0
314,3658,17216066.490900002,40.0,III,DAK LAK,58.0,1.0,0.0,1036.0
315,3660,4244858.0,0.0,,,6.0,1.0,1.0,0.0
316,3671,3481074.0,23.0,II,NAM DINH,9.0,1.0,0.0,1036.0
317,3672,51273281.7325,23.0,I,HAI PHONG,7.0,1.0,0.0,1036.0
318,3679,214791274.5963,36.0,II,HAI DUONG,34.0,1.0,4.0,1036.0
319,3686,104849806.3507,27.0,II,HAI DUONG,33.0,1.0,0.0,1036.0
320,3721,14607139.711,35.0,II,HAI DUONG,28.0,1.0,1.0,1034.0
321,3726,3393974.7295,0.0,,,38.0,1.0,5.0,0.0
322,3730,28527795.8991,27.0,II,TIEN GIANG,8.0,1.0,4.0,1034.0
323,3756,563635723.6341,34.0,III,THAI BINH,57.0,1.0,0.0,1034.0
324,3765,48928.4594,0.0,,,37.0,1.0,3.0,0.0
325,3780,65024130951.0,31.0,I,HO CHI MINH,1976797.0,12.0,0.0,1007.0
326,3782,134682260.4461,25.0,I,BIEN HOA,39.0,1.0,6.0,1032.0
327,3795,11966938.9355,27.0,I,HA NOI,17.0,1.0,0.0,1032.0
328,3800,100000.0,0.0,,,3.0,1.0,0.0,0.0
329,3807,1255.1332,0.0,,,387.0,1.0,3.0,0.0
330,3818,99640.0,0.0,,,14.0,1.0,5.0,0.0
331,3819,114432172.5553,33.0,III,VINH LONG,154.0,1.0,14.0,1031.0
332,3827,102110535.3167,44.0,III,BAC GIANG,47.0,1.0,4.0,1031.0
333,3830,323550104.7098,35.0,III,BAC LIEU,38.0,1.0,2.0,1031.0
334,3854,737259.8805,0.0,,,80.0,1.0,0.0,0.0
335,3869,1145916653.3734002,40.0,III,BAC GIANG,84.0,1.0,2.0,1030.0
336,3879,10000000.0,33.0,II,NHA TRANG,16.0,1.0,2.0,1030.0
337,3883,2803478919.7641,35.0,II,LONG XUYEN,125.0,1.0,2.0,1030.0
338,3886,92922422.8296,35.0,I,HO CHI MINH,8.0,1.0,0.0,1030.0
